,Series Name,Description,Frequency,Start,End
15339,FU543150075.A,"Life insurance companies, general accounts; pension entitlements, excluding unallocated insurance contracts; liability",A,12-31-1946,12-31-2014
15340,FU543150075.Q,"Life insurance companies, general accounts; pension entitlements, excluding unallocated insurance contracts; liability",Q,12-31-1946,06-30-2015
15341,FU543150085.A,"Life insurance companies, separate accounts; pension entitlements, excluding unallocated insurance contracts; liability",A,12-31-1946,12-31-2014
15342,FU543150085.Q,"Life insurance companies, separate accounts; pension entitlements, excluding unallocated insurance contracts; liability",Q,12-31-1946,06-30-2015
15343,FU543152005.A,"Life insurance companies; insurance, pension and standardized guarantee schemes; liability ",A,12-31-1946,12-31-2014
15344,FU543152005.Q,"Life insurance companies; insurance, pension and standardized guarantee schemes; liability ",Q,12-31-1946,06-30-2015
15345,FU543154005.A,Life insurance companies; life insurance reserves and pension entitlements; liability,A,12-31-1946,12-31-2014
15346,FU543154005.Q,Life insurance companies; life insurance reserves and pension entitlements; liability,Q,12-31-1946,06-30-2015
15347,FU543164173.A,"Life insurance companies, general accounts; corporate equities; liability",A,12-31-1946,12-31-2014
15348,FU543164173.Q,"Life insurance companies, general accounts; corporate equities; liability",Q,12-31-1946,06-30-2015
15349,FU543169373.A,"Life insurance companies, general accounts; FHLB advances; liability",A,12-31-1946,12-31-2014
15350,FU543169373.Q,"Life insurance companies, general accounts; FHLB advances; liability",Q,12-31-1946,06-30-2015
15351,FU543178073.A,"Life insurance companies, general accounts; taxes payable (net); liability",A,12-31-1946,12-31-2014
15352,FU543178073.Q,"Life insurance companies, general accounts; taxes payable (net); liability",Q,12-31-1946,06-30-2015
15353,FU543181105.A,Life insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),A,12-31-1946,12-31-2014
15354,FU543181105.Q,Life insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),Q,12-31-1946,06-30-2015
15355,FU543190005.A,Life insurance companies; total miscellaneous liabilities,A,12-31-1946,12-31-2014
15356,FU543190005.Q,Life insurance companies; total miscellaneous liabilities,Q,12-31-1946,06-30-2015
15357,FU543190075.A,"Life insurance companies, general accounts; total miscellaneous liabilities",A,12-31-1946,12-31-2014
15358,FU543190075.Q,"Life insurance companies, general accounts; total miscellaneous liabilities",Q,12-31-1946,06-30-2015
15359,FU543190085.A,"Life insurance companies, separate accounts; total miscellaneous liabilities",A,12-31-1946,12-31-2014
15360,FU543190085.Q,"Life insurance companies, separate accounts; total miscellaneous liabilities",Q,12-31-1946,06-30-2015
15361,FU543192073.A,"Life insurance companies, general accounts; foreign direct investment in U.S.; liability",A,12-31-1946,12-31-2014
15362,FU543192073.Q,"Life insurance companies, general accounts; foreign direct investment in U.S.; liability",Q,12-31-1946,06-30-2015
15363,FU543193005.A,Life insurance companies; unidentified miscellaneous liabilities,A,12-31-1946,12-31-2014
15364,FU543193005.Q,Life insurance companies; unidentified miscellaneous liabilities,Q,12-31-1946,06-30-2015
15365,FU543194733.A,Life insurance companies; net transactions due to holding companies; liability ,A,12-31-1946,12-31-2014
15366,FU543194733.Q,Life insurance companies; net transactions due to holding companies; liability ,Q,12-31-1946,06-30-2015
15367,FU543195005.A,"Life insurance companies; insurance reserves, excluding life insurance reserves and pension entitlements; liability",A,12-31-1946,12-31-2014
15368,FU543195005.Q,"Life insurance companies; insurance reserves, excluding life insurance reserves and pension entitlements; liability",Q,12-31-1946,06-30-2015
15369,FU543195105.A,Life insurance companies; health insurance reserves; liability,A,12-31-1946,12-31-2014
15370,FU543195105.Q,Life insurance companies; health insurance reserves; liability,Q,12-31-1946,06-30-2015
15371,FU543195205.A,Life insurance companies; insurance reserve policy dividend accumulation; liability,A,12-31-1946,12-31-2014
15372,FU543195205.Q,Life insurance companies; insurance reserve policy dividend accumulation; liability,Q,12-31-1946,06-30-2015
15373,FU543195373.A,"Life insurance companies, general accounts; policy and contract claims; liability",A,12-31-1946,12-31-2014
15374,FU543195373.Q,"Life insurance companies, general accounts; policy and contract claims; liability",Q,12-31-1946,06-30-2015
15375,FU543196105.A,Life insurance companies; miscellaneous and taxes payable; libility (IMA),A,12-31-1946,12-31-2014
15376,FU543196105.Q,Life insurance companies; miscellaneous and taxes payable; libility (IMA),Q,12-31-1946,06-30-2015
15377,FU544022005.A,Life insurance companies; debt securities; asset,A,12-31-1946,12-31-2014
15378,FU544022005.Q,Life insurance companies; debt securities; asset,Q,12-31-1946,06-30-2015
15379,FU544022075.A,"Life insurance companies, general accounts; debt securities; asset",A,12-31-1946,12-31-2014
15380,LM573064155.Q,"Private defined contribution pension funds, including 403(b) plans; corporate equities; asset",Q,12-31-1945,06-30-2015
15381,LM573064175.A,Private defined contribution pension funds; corporate equities held directly and indirectly through mutual funds; asset,A,12-31-1945,12-31-2014
15382,LM573064175.Q,Private defined contribution pension funds; corporate equities held directly and indirectly through mutual funds; asset,Q,12-31-1945,06-30-2015
15383,LM573064205.A,Private pension funds; mutual fund shares; asset,A,12-31-1945,12-31-2014
15384,LM573064205.Q,Private pension funds; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15385,LM573064243.A,Private defined benefit pension funds; mutual fund shares; asset,A,12-31-1945,12-31-2014
15386,LM573064243.Q,Private defined benefit pension funds; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15387,LM573064255.A,"Private defined contribution pension funds, including 403(b) plans; mutual fund shares; asset",A,12-31-1945,12-31-2014
15388,LM573064255.Q,"Private defined contribution pension funds, including 403(b) plans; mutual fund shares; asset",Q,12-31-1945,06-30-2015
15389,LM583064205.A,Insurance companies and pension funds; mutual fund shares; asset,A,12-31-1945,12-31-2014
15390,LM583064205.Q,Insurance companies and pension funds; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15391,LM593064105.A,Pension funds; corporate equities; asset,A,12-31-1945,12-31-2014
15392,LM593064105.Q,Pension funds; corporate equities; asset,Q,12-31-1945,06-30-2015
15393,LM593064205.A,Pension funds; mutual fund shares; asset,A,12-31-1945,12-31-2014
15394,LM593064205.Q,Pension funds; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15395,FR223063045.A,State and local government employee defined benefit retirement funds; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
15396,FR223063045.Q,State and local government employee defined benefit retirement funds; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
15397,FR223063053.A,State and local government employee defined contribution retirement funds; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
15398,FR223063053.Q,State and local government employee defined contribution retirement funds; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
15399,FR223064105.A,State and local government employee retirement funds; corporate equities; asset,A,12-31-1946,12-31-2014
15400,FR223064105.Q,State and local government employee retirement funds; corporate equities; asset,Q,12-31-1946,06-30-2015
15401,FR223064145.A,State and local government employee defined benefit retirement funds; corporate equities; asset,A,12-31-1946,12-31-2014
15402,FR223064145.Q,State and local government employee defined benefit retirement funds; corporate equities; asset,Q,12-31-1946,06-30-2015
15403,FR223064153.A,State and local government employee defined contribution retirement funds; corporate equities; asset,A,12-31-1946,12-31-2014
15404,FR223064153.Q,State and local government employee defined contribution retirement funds; corporate equities; asset,Q,12-31-1946,06-30-2015
15405,FR223064175.A,State and local government employee defined contribution retirement funds; corporate equities held directly and indirectly through mutual funds; asset,A,12-31-1946,12-31-2014
15406,FR223064175.Q,State and local government employee defined contribution retirement funds; corporate equities held directly and indirectly through mutual funds; asset,Q,12-31-1946,06-30-2015
15407,FU544022075.Q,"Life insurance companies, general accounts; debt securities; asset",Q,12-31-1946,06-30-2015
15408,FU544022085.A,"Life insurance companies, separate accounts; debt securities; asset",A,12-31-1946,12-31-2014
15409,FU544022085.Q,"Life insurance companies, separate accounts; debt securities; asset",Q,12-31-1946,06-30-2015
15410,FU544022405.A,Life insurance companies; short-term debt securities; asset,A,12-31-1946,12-31-2014
15411,FU544022405.Q,Life insurance companies; short-term debt securities; asset,Q,12-31-1946,06-30-2015
15412,FU544022605.A,Life insurance companies; long-term debt securities; asset,A,12-31-1946,12-31-2014
15413,FU544022605.Q,Life insurance companies; long-term debt securities; asset,Q,12-31-1946,06-30-2015
15414,FU544023005.A,Life insurance companies; loans; asset,A,12-31-1946,12-31-2014
15415,FU544023005.Q,Life insurance companies; loans; asset,Q,12-31-1946,06-30-2015
15416,FU544023075.A,"Life insurance companies, general accounts; loans; asset",A,12-31-1946,12-31-2014
15417,FU544023075.Q,"Life insurance companies, general accounts; loans; asset",Q,12-31-1946,06-30-2015
15418,FU544023085.A,"Life insurance companies, separate accounts; loans; asset",A,12-31-1946,12-31-2014
15419,FU544023085.Q,"Life insurance companies, separate accounts; loans; asset",Q,12-31-1946,06-30-2015
15420,FU544035005.A,Life insurance companies; total loans including security repurchase agreements; asset ,A,12-31-1946,12-31-2014
15421,FU544035005.Q,Life insurance companies; total loans including security repurchase agreements; asset ,Q,12-31-1946,06-30-2015
15422,FU544041005.A,Life insurance companies; short-term loans including repurchase agreements; asset,A,12-31-1946,12-31-2014
15423,FR223064205.A,State and local government employee retirement funds; mutual fund shares; asset,A,12-31-1946,12-31-2014
15424,FR223064205.Q,State and local government employee retirement funds; mutual fund shares; asset,Q,12-31-1946,06-30-2015
15425,FR223064243.A,State and local government employee defined benefit retirement funds; mutual fund shares; asset,A,12-31-1946,12-31-2014
15426,FR223064243.Q,State and local government employee defined benefit retirement funds; mutual fund shares; asset,Q,12-31-1946,06-30-2015
15427,FR223064253.A,State and local government employee defined contribution retirement funds; mutual fund shares; asset,A,12-31-1946,12-31-2014
15428,FR223064253.Q,State and local government employee defined contribution retirement funds; mutual fund shares; asset,Q,12-31-1946,06-30-2015
15429,FR223065043.A,State and local government employee defined benefit retirement funds; total mortgages; asset,A,12-31-1946,12-31-2014
15430,FR223065043.Q,State and local government employee defined benefit retirement funds; total mortgages; asset,Q,12-31-1946,06-30-2015
15431,FR223065143.A,State and local government employee defined benefit retirement funds; home mortgages; asset,A,12-31-1946,12-31-2014
15432,FR223065143.Q,State and local government employee defined benefit retirement funds; home mortgages; asset,Q,12-31-1946,06-30-2015
15433,FR223065443.A,State and local government employee defined benefit retirement funds; multifamily residential mortgages; asset,A,12-31-1946,12-31-2014
15434,FR223065443.Q,State and local government employee defined benefit retirement funds; multifamily residential mortgages; asset,Q,12-31-1946,06-30-2015
15435,FR223065545.A,State and local government employee defined benefit retirement funds; commercial mortgages; asset,A,12-31-1946,12-31-2014
15436,FR903070005.A,Instrument discrepancies; trade receivables,A,12-31-1946,12-31-2014
15437,FR903070005.Q,Instrument discrepancies; trade receivables,Q,12-31-1946,06-30-2015
15438,FR903078005.A,Instrument discrepancies; taxes receivable,A,12-31-1952,12-31-2014
15439,FR903078005.Q,Instrument discrepancies; taxes receivable,Q,03-31-1952,06-30-2015
15440,FR903090005.A,Instrument discrepancies; total miscellaneous assets,A,12-31-1946,12-31-2014
15441,FR903090005.Q,Instrument discrepancies; total miscellaneous assets,Q,12-31-1946,06-30-2015
15442,FR903091005.A,Instrument discrepancies; private foreign deposits,A,12-31-1946,12-31-2014
15443,FR903091005.Q,Instrument discrepancies; private foreign deposits,Q,12-31-1946,06-30-2015
15444,FR904010005.A,Instrument discrepancies; net interbank transactions,A,12-31-1946,12-31-2014
15445,FR904010005.Q,Instrument discrepancies; net interbank transactions,Q,12-31-1946,06-30-2015
15446,FR907005005.A,Instrument discrepancies; total discrepancy,A,12-31-1952,12-31-2014
15447,FR907005005.Q,Instrument discrepancies; total discrepancy,Q,03-31-1952,06-30-2015
15448,FR907005015.A,Instrument discrepancies; total discrepancy (including international reserves),A,12-31-1952,12-31-2014
15449,FR907005015.Q,Instrument discrepancies; total discrepancy (including international reserves),Q,03-31-1952,06-30-2015
15450,FU086010005.A,U.S. national income ,A,12-31-1946,12-31-2014
15451,FU086010005.Q,U.S. national income ,Q,12-31-1946,06-30-2015
15452,FU086130003.A,National income; net interest and miscellaneous payments,A,12-31-1946,12-31-2014
15453,FU713012003.Q,Monetary authority; Treasury currency; asset,Q,12-31-1946,06-30-2015
15454,FU713014003.A,Monetary authority; SDR certificates issued by federal government; asset,A,12-31-1946,12-31-2014
15455,FU713014003.Q,Monetary authority; SDR certificates issued by federal government; asset,Q,12-31-1946,06-30-2015
15456,FU713020205.A,Monetary authority; currency including checkable deposits; asset (IMA),A,12-31-1946,12-31-2014
15457,FU713020205.Q,Monetary authority; currency including checkable deposits; asset (IMA),Q,12-31-1946,06-30-2015
15458,FU713022003.A,Monetary authority; Federal Reserve float; asset,A,12-31-1946,12-31-2014
15459,FU713022003.Q,Monetary authority; Federal Reserve float; asset,Q,12-31-1946,06-30-2015
15460,FU713030205.A,Monetary authority; other deposits including time and savings deposits; asset (IMA),A,12-31-1946,12-31-2014
15461,FU713030205.Q,Monetary authority; other deposits including time and savings deposits; asset (IMA),Q,12-31-1946,06-30-2015
15462,FU713061100.A,Monetary authority; Treasury securities; asset,A,12-31-1946,12-31-2014
15463,FU713061100.Q,Monetary authority; Treasury securities; asset,Q,12-31-1946,06-30-2015
15464,FU713061113.A,Monetary authority; Treasury bills; asset,A,12-31-1946,12-31-2014
15465,FU713061113.Q,Monetary authority; Treasury bills; asset,Q,12-31-1946,06-30-2015
15466,FU713061125.A,"Monetary authority; Other Treasury securities, excluding Treasury bills; asset",A,12-31-1946,12-31-2014
15467,FU713061125.Q,"Monetary authority; Other Treasury securities, excluding Treasury bills; asset",Q,12-31-1946,06-30-2015
15468,FA374190005.Q,General government (consolidated); total liabilities,Q,12-31-1946,06-30-2015
15469,FA374190025.A,General government (consolidated); total liabilities due to rest of the world,A,12-31-1946,12-31-2014
15470,FA374190025.Q,General government (consolidated); total liabilities due to rest of the world,Q,12-31-1946,06-30-2015
15471,FA374190065.A,General government (consolidated); total liabilities in domestic currency,A,12-31-1946,12-31-2014
15472,FA374190065.Q,General government (consolidated); total liabilities in domestic currency,Q,12-31-1946,06-30-2015
15473,FA374190085.A,General government (consolidated); total liabilities due to private domestic sectors,A,12-31-1946,12-31-2014
15474,FA374190085.Q,General government (consolidated); total liabilities due to private domestic sectors,Q,12-31-1946,06-30-2015
15475,FA374190605.A,General government (consolidated); long-term liabilities,A,12-31-1946,12-31-2014
15476,FA374190605.Q,General government (consolidated); long-term liabilities,Q,12-31-1946,06-30-2015
15477,FA382051005.A,Domestic nonfinancial sectors; security repurchase agreements; asset,A,12-31-1946,12-31-2014
15478,FA382051005.Q,Domestic nonfinancial sectors; security repurchase agreements; asset,Q,12-31-1946,06-30-2015
15479,FA383020005.A,Domestic nonfinancial sectors; checkable deposits and currency; asset,A,12-31-1946,12-31-2014
15480,FA383020005.Q,Domestic nonfinancial sectors; checkable deposits and currency; asset,Q,12-31-1946,06-30-2015
15481,FA383030005.A,Domestic nonfinancial sectors; total time and savings deposits; asset,A,12-31-1946,12-31-2014
15482,FA383030005.Q,Domestic nonfinancial sectors; total time and savings deposits; asset,Q,12-31-1946,06-30-2015
15483,FU713061703.A,Monetary authority; agency- and GSE-backed securities other than MBS; asset,A,12-31-1946,12-31-2014
15484,FU713061703.Q,Monetary authority; agency- and GSE-backed securities other than MBS; asset,Q,12-31-1946,06-30-2015
15485,FU713061705.A,Monetary authority; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2014
15486,FU713061705.Q,Monetary authority; agency- and GSE-backed securities; asset,Q,12-31-1946,06-30-2015
15487,FU713061903.A,Monetary authority; agency mortgage-backed securities; asset,A,12-31-1946,12-31-2014
15488,FU713061903.Q,Monetary authority; agency mortgage-backed securities; asset,Q,12-31-1946,06-30-2015
15489,FU713064103.A,Monetary authority; corporate equities; asset,A,12-31-1946,12-31-2014
15490,FU713064103.Q,Monetary authority; corporate equities; asset,Q,12-31-1946,06-30-2015
15491,FU713068005.A,Monetary authority; depository institution loans n.e.c.; asset,A,12-31-1946,12-31-2014
15492,FU713068005.Q,Monetary authority; depository institution loans n.e.c.; asset,Q,12-31-1946,06-30-2015
15493,FU713068303.A,Monetary authority; depository institution loans n.e.c. to households (Term Asset-Backed Securities Loan Facility); asset,A,12-31-1946,12-31-2014
15494,FU713068303.Q,Monetary authority; depository institution loans n.e.c. to households (Term Asset-Backed Securities Loan Facility); asset,Q,12-31-1946,06-30-2015
15495,FU713068473.A,Monetary authority; depository institution loans n.e.c. to foreign banks; asset,A,12-31-1946,12-31-2014
15496,FU713068473.Q,Monetary authority; depository institution loans n.e.c. to foreign banks; asset,Q,12-31-1946,06-30-2015
15497,FU713068505.A,Monetary authority; depository institution loans n.e.c. to funding corporations; asset,A,12-31-1946,12-31-2014
15498,FR512051003.A,Property-casualty insurance companies; security repurchase agreements; asset,A,12-31-1946,12-31-2014
15499,FR512051003.Q,Property-casualty insurance companies; security repurchase agreements; asset,Q,12-31-1946,06-30-2015
15500,FR512151003.A,Property-casualty insurance companies; security repurchase agreements; liability,A,12-31-1946,12-31-2014
15501,FR512151003.Q,Property-casualty insurance companies; security repurchase agreements; liability,Q,12-31-1946,06-30-2015
15502,FR513020003.A,Property-casualty insurance companies; checkable deposits and currency; asset,A,12-31-1946,12-31-2014
15503,FR513020003.Q,Property-casualty insurance companies; checkable deposits and currency; asset,Q,12-31-1946,06-30-2015
15504,FR513034003.A,Property-casualty insurance companies; money market mutual fund shares; asset,A,12-31-1946,12-31-2014
15505,FR513034003.Q,Property-casualty insurance companies; money market mutual fund shares; asset,Q,12-31-1946,06-30-2015
15506,FR513061103.A,Property-casualty insurance companies; Treasury securities; asset,A,12-31-1946,12-31-2014
15507,FR513061103.Q,Property-casualty insurance companies; Treasury securities; asset,Q,12-31-1946,06-30-2015
15508,FR513061113.A,Property-casualty insurance companies; Treasury bills; asset,A,12-31-1946,12-31-2014
15509,FR513061113.Q,Property-casualty insurance companies; Treasury bills; asset,Q,12-31-1946,06-30-2015
15510,FR513061125.A,"Property-casualty insurance companies; other Treasury securities, excluding Treasury bills; asset",A,12-31-1946,12-31-2014
15511,FR513061125.Q,"Property-casualty insurance companies; other Treasury securities, excluding Treasury bills; asset",Q,12-31-1946,06-30-2015
15512,LM653064100.A,Mutual funds; corporate equities; asset,A,12-31-1945,12-31-2014
15513,LM653064100.Q,Mutual funds; corporate equities; asset,Q,12-31-1945,06-30-2015
15514,LM653064155.A,Mutual funds; corporate equities indirectly held by households; asset,A,12-31-1945,12-31-2014
15515,LM653064155.Q,Mutual funds; corporate equities indirectly held by households; asset,Q,12-31-1945,06-30-2015
15516,LM653164205.A,Mutual funds; mutual fund shares; liability,A,12-31-1945,12-31-2014
15517,LM653164205.Q,Mutual funds; mutual fund shares; liability,Q,12-31-1945,06-30-2015
15518,LM663064103.A,Security brokers and dealers; corporate equities; asset,A,12-31-1945,12-31-2014
15519,LM663064103.Q,Security brokers and dealers; corporate equities; asset,Q,12-31-1945,06-30-2015
15520,LM663164103.A,Security brokers and dealers; corporate equities; liability,A,12-31-1945,12-31-2014
15521,LM663164103.Q,Security brokers and dealers; corporate equities; liability,Q,12-31-1945,06-30-2015
15522,LM693064105.A,Non-MMF investment funds; corporate equities; asset,A,12-31-1945,12-31-2014
15523,LM693064105.Q,Non-MMF investment funds; corporate equities; asset,Q,12-31-1945,06-30-2015
15524,LM693164105.A,Non-MMF investment funds; corporate equities; liability,A,12-31-1945,12-31-2014
15525,LM693164105.Q,Non-MMF investment funds; corporate equities; liability,Q,12-31-1945,06-30-2015
15526,LM703064105.A,Private depository institutions; corporate equities; asset,A,12-31-1945,12-31-2014
15527,LM703064105.Q,Private depository institutions; corporate equities; asset,Q,12-31-1945,06-30-2015
15528,FU713068505.Q,Monetary authority; depository institution loans n.e.c. to funding corporations; asset,Q,12-31-1946,06-30-2015
15529,FU713068665.A,Monetary authority; loans to brokers and dealers; asset,A,12-31-1946,12-31-2014
15530,FU713068665.Q,Monetary authority; loans to brokers and dealers; asset,Q,12-31-1946,06-30-2015
15531,FU713068703.A,Monetary authority; loans to domestic banks through the discount window; asset,A,12-31-1946,12-31-2014
15532,FU713068703.Q,Monetary authority; loans to domestic banks through the discount window; asset,Q,12-31-1946,06-30-2015
15533,FU713068705.A,"Monetary authority; loans to domestic banks, including AMLF; asset",A,12-31-1946,12-31-2014
15534,FU713068705.Q,"Monetary authority; loans to domestic banks, including AMLF; asset",Q,12-31-1946,06-30-2015
15535,FU713069603.A,Monetary authority; bankers' acceptances; asset,A,12-31-1946,12-31-2014
15536,FU713069603.Q,Monetary authority; bankers' acceptances; asset,Q,12-31-1946,06-30-2015
15537,FU713090005.A,Monetary authority; total miscellaneous assets,A,12-31-1946,12-31-2014
15538,FU713090005.Q,Monetary authority; total miscellaneous assets,Q,12-31-1946,06-30-2015
15539,FU713091103.A,Monetary authority; nonofficial foreign currencies (swap lines); asset,A,12-31-1946,12-31-2014
15540,FU713091103.Q,Monetary authority; nonofficial foreign currencies (swap lines); asset,Q,12-31-1946,06-30-2015
15541,FU713093005.A,Monetary authority; unidentified miscellaneous assets,A,12-31-1946,12-31-2014
15542,FU713093005.Q,Monetary authority; unidentified miscellaneous assets,Q,12-31-1946,06-30-2015
15543,FU713096105.A,Monetary authority; miscellaneous assets and SDR certificates (IMA) ,A,12-31-1946,12-31-2014
15544,LM703064205.A,Private depository institutions; mutual fund shares; asset,A,12-31-1945,12-31-2014
15545,LM703064205.Q,Private depository institutions; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15546,LM763064105.A,U.S.-chartered depository institutions; corporate equities; asset,A,12-31-1945,12-31-2014
15547,LM763064105.Q,U.S.-chartered depository institutions; corporate equities; asset,Q,12-31-1945,06-30-2015
15548,LM763064203.A,U.S.-chartered depository institutions; mutual fund shares; asset,A,12-31-1945,12-31-2014
15549,LM763064203.Q,U.S.-chartered depository institutions; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15550,LM763164103.A,U.S.-chartered depository institutions; corporate equities; liability,A,12-31-1945,12-31-2014
15551,LM763164103.Q,U.S.-chartered depository institutions; corporate equities; liability,Q,12-31-1945,06-30-2015
15552,LM773164105.A,Captive financial institutions and money lenders; corporate equities; liability,A,12-31-1945,12-31-2014
15553,LM773164105.Q,Captive financial institutions and money lenders; corporate equities; liability,Q,12-31-1945,06-30-2015
15554,LM793064105.A,Financial business; corporate equities; asset,A,12-31-1945,12-31-2014
15555,LM793064105.Q,Financial business; corporate equities; asset,Q,12-31-1945,06-30-2015
15556,LM793064205.A,Financial business; mutual fund shares; asset,A,12-31-1945,12-31-2014
15557,LM793064205.Q,Financial business; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15558,LM793164105.A,Financial business; corporate equities; liability,A,12-31-1945,12-31-2014
15559,LM793164105.Q,Financial business; corporate equities; liability,Q,12-31-1945,06-30-2015
15560,FR513061703.A,Property-casualty insurance companies; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2014
15561,FR513061703.Q,Property-casualty insurance companies; agency- and GSE-backed securities; asset,Q,12-31-1946,06-30-2015
15562,FR513062003.A,Property-casualty insurance companies; municipal securities; asset,A,12-31-1946,12-31-2014
15563,FR513062003.Q,Property-casualty insurance companies; municipal securities; asset,Q,12-31-1946,06-30-2015
15564,FR513063003.A,Property-casualty insurance companies; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
15565,FR513063003.Q,Property-casualty insurance companies; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
15566,FR513063095.A,"Property-casualty insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset",A,12-31-1946,12-31-2014
15567,FR513063095.Q,"Property-casualty insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset",Q,12-31-1946,06-30-2015
15568,FR513063603.A,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,A,12-31-1946,12-31-2014
15569,FR513063603.Q,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,Q,12-31-1946,06-30-2015
15570,FR513064105.A,Property-casualty insurance companies; corporate equities; asset,A,12-31-1946,12-31-2014
15571,FR513064105.Q,Property-casualty insurance companies; corporate equities; asset,Q,12-31-1946,06-30-2015
15572,FR513064203.A,Property-casualty insurance companies; mutual fund shares; asset,A,12-31-1946,12-31-2014
15573,FR513064203.Q,Property-casualty insurance companies; mutual fund shares; asset,Q,12-31-1946,06-30-2015
15574,LM793164115.A,Financial business; corporate equities (excluding closely held); liability,A,12-31-1945,12-31-2014
15575,LM793164115.Q,Financial business; corporate equities (excluding closely held); liability,Q,12-31-1945,06-30-2015
15576,LM793164123.A,Financial business; closely held corporate equities; liability,A,12-31-1945,12-31-2014
15577,LM793164123.Q,Financial business; closely held corporate equities; liability,Q,12-31-1945,06-30-2015
15578,LM803064105.A,Other financial intermediaries except insurance companies and pension funds; corporate equities; asset,A,12-31-1945,12-31-2014
15579,LM803064105.Q,Other financial intermediaries except insurance companies and pension funds; corporate equities; asset,Q,12-31-1945,06-30-2015
15580,LM803164105.A,Other financial intermediaries except insurance companies and pension funds; corporate equities; liability,A,12-31-1945,12-31-2014
15581,LM803164105.Q,Other financial intermediaries except insurance companies and pension funds; corporate equities; liability,Q,12-31-1945,06-30-2015
15582,LM843064105.A,"Monetary authority, private depository institutions, and money market mutual funds; corporate equities; asset",A,12-31-1945,12-31-2014
15583,LM843064105.Q,"Monetary authority, private depository institutions, and money market mutual funds; corporate equities; asset",Q,12-31-1945,06-30-2015
15584,LM883064205.A,All domestic sectors; mutual fund shares; asset,A,12-31-1945,12-31-2014
15585,LM883064205.Q,All domestic sectors; mutual fund shares; asset,Q,12-31-1945,06-30-2015
15586,LM883164105.A,All domestic sectors; corporate equities; liability ,A,12-31-1945,12-31-2014
15587,LM883164105.Q,All domestic sectors; corporate equities; liability ,Q,12-31-1945,06-30-2015
15588,LM883164115.A,All domestic sectors; public corporate equities less intercompany holdings; liability                                 ,A,12-31-1945,12-31-2014
15589,LM883164115.Q,All domestic sectors; public corporate equities less intercompany holdings; liability                                 ,Q,12-31-1945,06-30-2015
15590,LM883164125.A,All domestic sectors; closely held corporate equities; liability,A,12-31-1945,12-31-2014
15591,LM883164125.Q,All domestic sectors; closely held corporate equities; liability,Q,12-31-1945,06-30-2015
15592,LM893064105.A,All sectors; corporate equities; asset,A,12-31-1945,12-31-2014
15593,LM893064105.Q,All sectors; corporate equities; asset,Q,12-31-1945,06-30-2015
15594,PC073164013.A,Price indexes; Dow Jones U.S. Total Market Index ,A,12-31-1971,12-31-2014
15595,PC073164013.Q,Price indexes; Dow Jones U.S. Total Market Index ,Q,03-31-1971,06-30-2015
15596,PC152090005.A,Households and nonprofit organizations; net worth ,A,12-31-1946,12-31-2014
15597,PC152090005.Q,Households and nonprofit organizations; net worth ,Q,12-31-1946,06-30-2015
15598,PC892090005.A,All sectors; U.S. wealth ,A,12-31-1946,12-31-2014
15599,PC892090005.Q,All sectors; U.S. wealth ,Q,12-31-1946,06-30-2015
15600,FU713096105.Q,Monetary authority; miscellaneous assets and SDR certificates (IMA) ,Q,12-31-1946,06-30-2015
15601,FU713113003.A,Monetary authority; depository institution reserves; liability,A,12-31-1946,12-31-2014
15602,FU713113003.Q,Monetary authority; depository institution reserves; liability,Q,12-31-1946,06-30-2015
15603,FU713120005.A,Monetary authority; checkable deposits and currency; liability,A,12-31-1946,12-31-2014
15604,FU713120005.Q,Monetary authority; checkable deposits and currency; liability,Q,12-31-1946,06-30-2015
15605,FU713120205.A,Monetary authority; Currency including checkable deposits; liability (IMA),A,12-31-1946,12-31-2014
15606,FU713120205.Q,Monetary authority; Currency including checkable deposits; liability (IMA),Q,12-31-1946,06-30-2015
15607,FU713122605.A,Monetary authority; checkable deposits due to rest of the world; liability,A,12-31-1946,12-31-2014
15608,FU713122605.Q,Monetary authority; checkable deposits due to rest of the world; liability,Q,12-31-1946,06-30-2015
